id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion
11,E3,984000,984000,49318,2024-11-05,Casa en venta con 3 recámaras en Tulancingo,72,67,13666.666666666666,14686.567164179103,2023-04-24,284,9,2024-02-07,Casa En Fraccionamiento,Venta,1,3,2,0,2.0,No,,villa sol,tulancingo de bravo,hidalgo,villa sol,43648.0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-a533d1c6b1d4-b82f-b4e9c29b-9bda-3798,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE"
12,D1,1070000,1070000,53629,2024-11-05,Casa en venta con 3 recámaras en  Tulancingo,72,81,14861.111111111111,13209.876543209875,2023-04-24,284,9,2024-02-07,Casa En Fraccionamiento,Venta,1,3,2,0,2.0,No,,villa sol,tulancingo de bravo,hidalgo,villa sol,43648.0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-96ac604bba20-635d-4730664-89a4-3be2,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE"
13,D2,1401200,1401200,70229,2024-11-05,"VENTA DE CASA EN TULANCINGO, COL. LOMAS DEL PROGRESO.",75,130,18682.666666666668,10778.46153846154,2023-12-07,60,2,2024-02-07,Casa,Venta,2,3,2,0,2.0,No,,lomas de progreso,tulancingo de bravo,hidalgo,lomas de progreso,43615.0,"Lomas de Progreso, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2c8b4ab2c93e-762a-c085138d-a04b-4ac1,"¡¡ATENCIÓN INVERSIONISTA!! APROVECHA ESTE INCREÍBLE DESCUENTO Y ADQUIERE UNA PROPIEDAD MUY POR DEBAJO DE SU VALOR COMERCIAL.TU INVERSIÓN ESTÁ TOTALMENTE PROTEGIDA Y SEGURA BAJO CONTRATO CON TODAS LAS GARANTÍAS PARA TI.CONTÁCTAME PARA MÁS INFORMACIÓN Y AGENDAR UNA ASESORÍA GRATIS, ESTOY A TUS ÓRDENES.GURPO INVERSIONISTA MÉXICOLIC. JAVIER GUTIÉRREZTEL. Ver teléfono Whatsapp"
14,D1,1060000,1060000,53128,2024-11-05,VENTA DE CASA DE LUJO 3 RECAMARAS EN TULANCINGO,80,120,13250.0,8833.333333333334,2023-07-02,215,7,2024-02-07,Casa,Venta,2,3,1,0,1.0,No,,medias tierras,tulancingo de bravo,hidalgo,medias tierras,43698.0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-89ca4ee22d25-18f8-67cdfbc9-994b-1237,"Casa ideal para personas que desean tranquilidad y cercanía al centro de Tulancingo.Cuenta con todos los servicios como agua, luz,drenaje, pavimento, servicio de internet y telefonía. Cercanía a escuelas de educación básica.A unos metros de la nueva Fiscalía.AURRERA, OXXO, farmacias, gasolineras, etc. Casa en privada con exclusivamente 4 viviendas col san IsidroCuenta con3 recámarasSalaCocina c/ cocinetaComedor1.5 bañosCisterna 5000ltsEstacionamiento 2 autosTerreno 80 m2Contruccion 120m2Precio $1,179,000"
15,C1,1890000,1890000,94727,2024-11-05,CASA EN TULANCINGO A 45 MIN DE LA CIUDAD DE MEXICO,80,140,23625.0,13500.0,2023-05-05,272,9,2024-02-07,Casa,Venta,1,2,2,0,2.0,No,,conjunto habitacional los mesones,tulancingo de bravo,hidalgo,privada los mesones,43624.0,"Conjunto Habitacional Los Mesones, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-252d3fdc1b9d-6034-cb024130-8ca5-3fa2,"Cochera sala comedor cocina 2 baños y medio terraza jardin 2 recamaras vestidor en recamara principal estudio Sector privado opcion de chimenea , bar o cocina integral. EasyBroker ID: EB-CD0499"
16,E2,525000,525000,26313,2024-11-05,Casas Solas 2 RECAMARAS MAS ALCOBA Infonavit E Issfam 90 M2 De Terreno,90,90,5833.333333333333,5833.333333333333,2023-04-24,284,9,2024-02-07,Casa,Venta,2,3,1,0,1.0,No,frac,c jardines del paraiso,tulancingo de bravo,hidalgo,jardines del paraiso,43684.0,"Fracc Jardines del Paraíso, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-eaa93dd772fd-d395-61a87f1f-9342-38ac,"CASAS SOBRE AVENIDA PRINCIPAL PASAN LAS COMBIS OPORTUNIDAD PARA NEGOCIO AL FUTURO APROVECHA TU CREDITO INFONAVIT Casa En Cuautepec Hidalgo A Solo 80 MINUTOS Hora Del Distrito Federal Compras Antes Del Mes De Mayo Te Regalamos El Calentador Solar Te Llevamos Gratis A Conocer El Desarrollo De La Cuida De Creditos Infonavit Nuestro Desarrollo Cumple Con Todos Los Beneficios Del Subsidio Federal La Opurtunidad De Tener Tu Casa En Una De Las Cuidades Mas Hermosas De La Republica Mexicana Balneario Los Molinos  Hermosa Casa En Cuautepec Hidalgo A Un Super Precio $ 525,000De Infonavit Entrega Inmediata  Precios $ 525,000 Aprovecha La Oportunidad Que Estabas Esperando  Características De La Casa:  *1 Nivel  *2 Recamaras Mas Alcoba  *90.00 M2 De Terreno  *55.00 M2 De Construccion  *Crecimiento Hasta 5 Recamaras  * Muros Independientes  * 2 Estacionamientos  * Jardin Trasero  * Patio De Servicio  * Piso De Cemento Pulido  * Azulejos En Areas Humedas  *Preciosa Fachada Modernista  *Gimnasio Al Aire Libre  *Zona De Multicanchas  *Areas De Juegos Para Niños  *Transporte A Unos Cuantos Pasos De Tu Casa  *Trato Directo Con La Empresa"
17,E2,525000,525000,26313,2024-11-05,"CASAS SOLAS ECONOMICAS 2 RECAMARAS MAS ALCOBA, PARA INFONAVIT E ISSFAM",90,52,5833.333333333333,10096.153846153846,2023-04-28,280,9,2024-02-07,Casa,Venta,2,3,1,0,1.0,No,,huapalcalco,tulancingo de bravo,hidalgo,huapalcalco,43629.0,"Huapalcalco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-d179f04ccd-a475-35c9e50f-a5a7-32a2,"Hermosas casas solas SOBRE AVENIDA PREA HACER NEGOCIO EN EL FUTURO, PASAN LAS COMBIS FRENTE A TU CASA APROVECHAel sueño de tener tu casa propia por fin una realidad aqui si te alcanza tener tu patrimonio para ti y tu familia2 recamaras mas alcobamuros independientesestacionamiento para 2 autoscasa de concreto solido alta resistenciapreparada pára crecer a 2 nivelesprecio $ 525,000 sin acabadosprecio $ 563,000 casa con acabadosCondición construcción: nuevaEstan en CUAUTEPEC DE HINOJOSA HIDALGO"
18,E2,549000,549000,27516,2024-11-05,AF13838 Imperdible RECUPERACION HIPOTECARIA en Tulancingo,90,60,6100.0,9150.0,2023-11-24,74,2,2024-02-07,Casa,Venta,1,3,1,0,1.0,No,,guadalupe,tulancingo de bravo,hidalgo,guadalupe,43650.0,"Guadalupe, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-1a38b2af0b83-71e0-fb6eccb-b6ae-4de4,AF13838Invierte con la seguridad que te brinda la RECUPERACIÓN HIPOTECARIA. Propiedad en GuadalupeSolamente contado / No créditos. • Firma frente a Notario Público • La vivienda sólo se puede ver por fuera¿Te interesa? Llámanos al Ver teléfono Whatsapp o escríbenos al correo: Contactar PRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO. *LOS DETALLES DEL INMUEBLE SON APROXIMADOS.
19,E2,590000,590000,29571,2024-11-05,VENTA DE CASA ECONOMICA AMPLIA EN TULANCINGO 2 RECAMARAS,90,50,6555.555555555556,11800.0,2023-08-17,171,5,2024-02-07,Casa,Venta,2,2,1,0,1.0,No,,napateco,tulancingo de bravo,hidalgo,napateco,43629.0,"Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-5bf156c15edf-3d02-80444c89-8277-1237,"Venta de casa en HACIENDAS DE NAPATECOPRECIO 590 MIL 2 RECAMARASSALACOMEDORCOCINA JARDIN ESTACIONAMIENTOPATIO DE SERVICIOTerreno: 90 metros cuadradosConstrucción: 50 metros cuadrados Cercanía con escuelas, centros deportivos, OXXO, tiendas 3 B. Cuenta con todos los servicios, agua, luz, drenaje pavimento telefonía internet.A 10 minutos de la Universidad PolitécnicaA tan solo 15 minutos de TulancingoA 10 minutos de la terminal de autobuses. ACEPTO CRÉDITOS INFONAVIT FOVISSSTE ISSFAM IMSS BANCARIOS PAGOS DE CONTADOAsesoria inmobiliaria y jurídica GRATISCel.Ver teléfono WhatsappContactar"
20,E2,590000,590000,29571,2024-11-05,VENTA DE CASA ECONOMICA  EN TULANCINGO,90,45,6555.555555555556,13111.111111111111,2023-04-20,288,9,2024-02-07,Casa En Fraccionamiento,Venta,2,2,1,0,1.0,No,,huapalcalco,tulancingo de bravo,hidalgo,huapalcalco,43629.0,"Huapalcalco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-21abe171c97e-2093-c92cbaa9-bc94-3fd6,"VENTA DE CASA ECONÓMICA EN FRACCIONAMIENTO LOS SABINOS2 RECAMARAS,SALA,COMEDOR,COCINA,JARDÍN,ESTACIONAMIENTO,PATIO DE SERVICIO,INCLUYE; PROTECCIONES A TAN SOLO 10 MINUTOS DEL CENTRO DE TULANCINGO.CUENTA CON TODOS LOS SERVICIOS; AGUA, LUZ, DRENAJES, TV, CABLE, INTERNET.ESCUELAS COMO: KINDER, PRIMARIA, SECUNDARIA, UNIVERSIDAD POLITÉCNICA.A 5 MINUTOS DE LA CENTRAL DE AUTOBUSES Y  AURRERA.ACEPTO CRÉDITOS FOVISSSTE, BANCARIOS, IMSS, ISSFAM, BANJERCITO Y PAGO DE CONTADO!!!Asesoría inmobiliaria y jurídica GRATIS!!!!Visita nuestra página webContactar"
21,E2,665000,665000,33330,2024-11-05,"Casas económicas en Privada, Napateco Tulancingo Hgo.",91,53,7307.692307692308,12547.169811320757,2023-09-06,151,5,2024-02-07,Casa,Venta,1,2,1,0,1.0,No,unidad habitacional,napateco,tulancingo de bravo,hidalgo,napateco,43629.0,"Unidad Habitacional Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-61c2eecd4e32-58e5-84cdbd52-9055-4de0,"NUEVO DESARROLLO, PRIVADAS DE NAPATECO EN TULANCINGO HIDALGO.¡Es la mejor oportunidad para ejercer tu crédito, para desarrollar tus proyectos y/o tu patrimonio!Zona ubicada a 15 minutos de la Ciudad de Tulancingo, en una zona tranquila y acogedora para toda la familia. Tendrás la facilidad de servicios como, escuelas cerca desde primaria hasta universidad, farmacias, hospitales, tiendas de autoservicio, gasolinera y todo tipo de comercio de primera necesidad. Las casas cuenta con: Sala.Comedor.Cocina.2 recámaras.   1 baño completo. Patio de servicio.  Estacionamiento para 1 auto.Incluyen:Servicios ocultos.Calles de concreto (20 cm de grosor). Pregunta por la forma de pago.*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR"""
22,C1,1964872,1964872,98480,2024-11-05,"Casa en venta en Residencial. Almicar, Tulancingo de Bravo ¡Compra esta propiedad mediante Cesión de Derechos e incrementa tu patrimonio! ¡Contáctame, te digo cómo hacerlo!",92,140,21357.304347826088,14034.8,2023-11-29,69,2,2024-02-07,Casa En Condominio,Venta,2,3,1,0,1.0,No,fraccionamiento,tollancingo,tulancingo de bravo,hidalgo,tollancingo,43648.0,"Fraccionamiento Tollancingo, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-526a378a978c-5d9a-b257c431-9517-4c07,"Si buscas hacer una buena inversión, un inmueble en garantía es una buena opción para obtener ganancias significativas, comprar propiedades mediante Cesión de Derechos, te garantiza adquirirla a un precio por debajo de su valor comercial.Toma en cuenta que en este tipo de inversiones:-  No se aceptan créditos bancarios ni de infonavit, solo recursos propios.-  La entrega no es inmediata pero se garantiza por contrato.-  No puedes ver la propiedad por dentro.-  La firma de Cesión de Derechos es ANTE NOTARIO.-  En INVERINMOBI te asesoramos, somos expertos en el tema.Aprovecha la oportunidad de adquirir este inmueble en un precio de remate con la mayor seguridad. ¡Llámanos para agendar tu cita y brindarte asesoría jurídica y profesional sin costo!"
