id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,meses_transcurridos,meses_transcurridos_fecha,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion
30,E2,600000,600000,30072,2024-11-05,"CASA EN VENTA - COL. LA MORENA, TULANCINGO",180,210,3333.333333333333,2857.1428571428573,2023-10-02,5,2024-03-30,Casa,Venta,1,3,2,0,2,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-ec594c4bb147-7627-6e552390-86f7-4e50,"¡ÚNICA OPORTUNIDAD DE TENER TU CASA!CASA EN VENTA - COL. LA MORENA, TULANCINGOHERMOSA CASA EN ZONA  CON EXCELENTE PLUSVALÍA, CERCA DE ESCUELAS, CLINICAS, HOSPITALES, CENTROS COMERCIALES Y BANCOS.FACIL ACCESO A PRINCIPALES VÍAS DE COMUNICACIÓN¡EXCELENTE COSTO, UBICACIÓN Y DISTRIBUCIÓN!INFORMES:LIC. JAVIER LOZANOWHATSAPP Ver teléfono WhatsappTORRE POLANCOGARANTÍAS- CONTRATOS NOTARIADOS- FACTURACION DE PAGOS- OFICINAS FISICAS NO VIRTUALES- PRECIOS POR DEBAJO DEL VALOR COMERCIAL- GRUPO LIDER EN EL MEDIO DE GARANTÍAS HIPOTECARIAS- NO ES POSIBLE EL USO DE CRÉDITOS, SOLO DE CONTADO CON RECURSOS PROPIOS- ENTREGA GARANTIZADA, NUESTRA EXPERIENCIA NOS RESPALDACITAS:LIC. JAVIER LOZANOWHATSAPP WhatsAppTORRE POLANCONO SE ACEPTAN CRÉDITOS ÚNICAMENTE RECURSOS PROPIOS."
31,E2,600000,600000,30072,2024-11-05,CASA EN VENTA GUADALUPE TULANCINGO HIDALGO MJH,240,185,2500.0,3243.243243243244,2023-11-27,4,2024-03-30,Casa,Venta,2,3,2,0,2,No,,rancho guadalupe,tulancingo de bravo,hidalgo,rancho guadalupe,43633.0,"Rancho Guadalupe, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-69c22f98a785-dd34-c7678403-9029-45a0,"Citas e informes: María José HernándezCel 55,39513946	¡Única oportunidad de tener tu casa!Hermosa casa en zona de excelente plusvalía, cerca de escuelas, hospitales, centros comerciales y fácil acceso a principales vías de comunicación. ¡Excelente costo, ubicación y distribución!Citas e informes: María José HernándezCel 55,39513946	•  No es posible el uso de créditos. •  Firma de contrato ante notario públicoEmpresa líder en administrar, recuperar y comercializar cartera vencida de las principales instituciones bancarias.Citas e informes: María José HernándezCel 55,39513946"
32,E2,600000,600000,30072,2024-11-05,"Casa en Rinconada la Morena, Tulancingo.",168,225,3571.428571428572,2666.6666666666665,2024-02-01,1,2024-03-30,Casa,Venta,2,3,2,0,2,No,fraccionamiento,rinconada la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Fraccionamiento Rinconada La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d3f0d839cbb4-6a95-daf40633-8d10-44d0,"Citas e informes: Tel Whatsapp Esteban Hernandez. 55,38002825- Grupo líder en el medio de garantías hipotecarias.- No es posible uso de créditos.- Entrega garantizada, nuestra experiencia nos respalda.Tu nuevo comienzo empieza hoy, Grupo de Inversiones México."
33,E2,600000,600000,30072,2024-11-05,VENTA DE CASA ECONOMICA  EN TULANCINGO,90,45,6666.666666666667,13333.333333333334,2023-04-20,11,2024-03-30,Casa En Fraccionamiento,Venta,2,2,1,0,1,No,,huapalcalco,tulancingo de bravo,hidalgo,huapalcalco,43629.0,"Huapalcalco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-21abe171c97e-2093-c92cbaa9-bc94-3fd6,"VENTA DE CASA ECONÓMICA EN FRACCIONAMIENTO LOS SABINOS2 RECAMARAS,SALA,COMEDOR,COCINA,JARDÍN,ESTACIONAMIENTO,PATIO DE SERVICIO,INCLUYE; PROTECCIONES A TAN SOLO 10 MINUTOS DEL CENTRO DE TULANCINGO.CUENTA CON TODOS LOS SERVICIOS; AGUA, LUZ, DRENAJES, TV, CABLE, INTERNET.ESCUELAS COMO: KINDER, PRIMARIA, SECUNDARIA, UNIVERSIDAD POLITÉCNICA.A 5 MINUTOS DE LA CENTRAL DE AUTOBUSES Y  AURRERA.ACEPTO CRÉDITOS FOVISSSTE, BANCARIOS, IMSS, ISSFAM, BANJERCITO Y PAGO DE CONTADO!!!Asesoría inmobiliaria y jurídica GRATIS!!!!Visita nuestra página webContactar"
34,E2,610000,610000,30573,2024-11-05,"CASA ECONÓMICA EN TULANCINGO HIDALGO, NAPATECO",105,64,5809.523809523809,9531.25,2024-01-22,2,2024-03-30,Casa,Venta,1,2,1,0,1,No,unidad habitacional,napateco,tulancingo de bravo,hidalgo,napateco,43629.0,"Unidad Habitacional Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-1355894512b3-3724-3af4b310-ab6e-4973,"La colonia cuenta con todos los servicios, en la zona encontrarás tiendas, establecimientos de comida, farmacias, Oxxo, gasolinera, espacios para realizar ejercicio al aire libre, parque para los pequeños de tu hogar, canchas para practicar algún deporte, guarderías, escuelas de nivel básico, universidad a solo 10 minutos de la colonia. El centro de Tulancingo está a solo 15 minutos de Napateco, cuenta con transporte directo a la colonia.La casa cuenta con:Sala - comedor.Cocina.2 recámaras.1 baño completo.Patio de servicio.Estacionamiento para 1 autos. Protecciones.Pregunta por la forma de pago.*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR"""
35,E2,615000,615000,30824,2024-11-05,HORTENCIA PROL. CLAVEL 108,168,280,3660.714285714286,2196.428571428572,2024-05-03,-1,2024-03-30,Casa,Venta,2,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-28171947241c-71cf-8949a510-bf9b-40db,"EXCELENTE OPORTUNIDAD DE ADQUIRIR HERMOSACASA A UN ATRACTIVO COSTO Y CON EXCELENTE PLUSVALÍA.LA MEJOR INVERSIÓN EN BIENES RAÍCES LA DISTRIBUCIÓN ES: SALA, COMEDOR, COCINA,3 RECAMARAS AMPLIAS,2.5 BAÑOS,2 LUGARES DE ESTACIONAMIENTO, CUARTO DE LAVADO. EXCELENTE UBICACIÓNCERCA DE: CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS, HOSPITALES, CLINICAS, CAFETERIAS, TIENDAS DE AUTO SERVICIO, BANCOS Y PARQUES ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES.                   MAYORES INFORMES CON EL LIC. SAID GONZÁLEZTEL: Ver teléfono Whatsapp"
36,E2,617000,617000,30924,2024-11-05,¡REMATE HIPOTECARIO!,100,100,6170.0,6170.0,2024-05-03,-1,2024-03-30,Casa,Venta,2,3,2,0,2,No,fraccionamiento,campo alegre,tulancingo de bravo,hidalgo,campo alegre,43700.0,"Fraccionamiento Campo Alegre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-14bf811c7e8f-fb21-a1391919-ab60-4fa8,Cuenta con:100 m23 Recámaras.2 Baño.Estacionamiento privado.Excelente ubicación!
37,E2,620000,620000,31075,2024-11-05,"VENTA DE CASA EN TULANCINGO DE BRAVO, HIDALGO.",160,330,3875.0,1878.7878787878788,2024-01-11,2,2024-03-30,Casa,Venta,2,4,1,0,1,No,fraccionamiento,rinconada la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Fraccionamiento Rinconada La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a20b445f146b-4ae9-aa7a4fa8-a07e-4cb2,"HERMOSA CASA EN VENTA EL INMUEBLE CUENTA CON 4 HABITACIONES, 3.5 BAÑOS, AMPLIA SALA Y COMEDOR, 2 LUGARES DE ESTACIONAMIENTO, CUARTO DE ESTUDIO Y LAVADO.NOSOTROS TE DECIMOS COMO:NO SE ACEPTAN CREDITOSSOMOS ESPECIALISTA EN BIENES RAÍCES GARANTIAS:TODO EL TRAMITE ES ANTE NOTARIO PUBLICO..AGENDA UNA CITA CON NOSOTROS Y PODEMOS MOSTRARTE ALGUNOS DE NUESTROS CASOS DE EXITO."
38,E2,620000,620000,31075,2024-11-05,PREVENTA Departamentos nuevos y económicos en Tulancingo,60,60,10333.333333333334,10333.333333333334,2023-04-20,11,2024-03-30,Departamento,Venta,1,2,1,0,1,No,,nuevo tulancingo,tulancingo de bravo,hidalgo,nuevo tulancingo,43612.0,"Nuevo Tulancingo, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-2bd215798759-6b9b-c4a4aff1-b239-3fed,"Oportunidad de Departamentos nuevos y económicos en Col Nuevo Tulancingo; una zona con alta plusvalía, ubicados a un costado de la nueva clinica del IMSS, ideales para una inversión segura, a solo 3 min de la Central de autobuses, Plaza del Vestido la cual es una zona de gran comercio principalmente los días jueves. A 5 minutos de Bodega Aurrera y del centro de la Ciudad, distintas vías de acceso, 15 minutos del famoso balneario de Santa Ana de aguas termales.El fraccionamiento es un complejo de 6 edificios, con barda perimetral, accesos controlados, calles de concreto hidraulico, transporte publico en la entrada principal, pequeña área comercial en el interior del mismo y áreas verdes.Los departamentos cuentan con:2 recámaras.Sala.Comedor.Cocina.Área de lavado.Área de tendido.1 baño.1 cajon de estacionamiento.PRECIO DE PREVENTA DESDE $620,000Torre 08 2do. piso $640,000.003er. piso $630,000.004to. piso $620,000.00Con plan de financiamiento a 12 Meses Sin Intereses.  Entrega completamente terminado: Agosto 2024.Torre 071er. piso (planta baja) $700 mil Baja2do. piso $690,000.003er. piso $680,000.004to. piso $670,000.00Con plan de financiamiento a 18 Meses Sin Intereses.Entrega completamente terminado: Diciembre 2024 - Enero 2025 Pregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. *El tiempo estimado de entrega puede cambiar según los tiempo de construcción y obra*Horario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR"""
39,E2,625000,625000,31325,2024-11-05,CASA EN VENTA EN HORTENCIA PROLONGACION CLAVEL #108 PACHUCA DE SOTO HIDALGO,108,280,5787.037037037037,2232.1428571428573,2024-01-05,2,2024-03-30,Casa,Venta,2,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-f6c5bcc613dc-841-7ae6fd60-8604-4093,"GRAN OPORTUNIDAD DE CASA CON BUENA UBICACION DENTRO DE COL. LA MORENA, CERCA DE AVENIDAS PRINCIPALES, ESCUELAS, BANCOS, HOSPITALES, CENTROS COMERCIALES, SUPERMERCADOS, PARQUES, ETC. EL INMUEBLE CUENTA CON UNA COMODA ESTANCIA, COCINA INTEGRAL, 3 AMPLIAS RECAMARAS, 2.5 BAÑOS Y 2 LUGAR DE ESTACIONAMIENO."
40,E2,625000,625000,31325,2024-11-05,"VENTA DE CASA EN TULANCINGO DE BRAVO, HIDALGO, COLONIA LA MORENA",156,280,4006.410256410256,2232.1428571428573,2023-11-13,4,2024-03-30,Casa,Venta,2,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-49a72ba8f921-acd1-e2802dd4-a885-405f,"GRAN OPORTUNIDAD DE CASA CON BUENA UBICACION DENTRO DE COL. LA MORENA, CERCA DE AVENIDAS PRINCIPALES, ESCUELAS, BANCOS, HOSPITALES, CENTROS COMERCIALES, SUPERMERCADOS, PARQUES, ETC. EL INMUEBLE CUENTA CON UNA COMODA ESTANCIA, COCINA INTEGRAL, 3 AMPLIAS RECAMARAS, 2.5 BAÑOS Y 2 LUGAR DE ESTACIONAMIENO."
41,E2,628000,628000,31476,2024-11-05,"Casa en Tulancingo, Hidalgo",114,114,5508.771929824561,5508.771929824561,2024-05-03,-1,2024-03-30,Casa,Venta,2,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-391591e63af4-7da4-a8c62f29-9b57-4519,"BONITA CASA EN VENTA EN HIDALGO, EL INMUEBLE CUENTA CON SALA,COMEDOR, COCINA, 3 RECAMARAS AMPLIAS, 2 BAÑOS, LUGAR DEESTACIONAMIENTO PRIVADO. EXCELENTE UBICACIÓN CERCA DE:UNIVERSIDADES, ESCUELAS, HOSPITALES, CLINICAS, CAFETERIAS YTIENDAS DE AUTO SERVICIO."
42,E2,650000,650000,32578,2024-11-05,"VENTA DE CASA ECONÓMICA EN NAPATECO, EN TULANCINGO HIDALGO",90,90,7222.222222222223,7222.222222222223,2024-05-03,-1,2024-03-30,Casa,Venta,2,2,1,0,1,No,,rancho napateco,tulancingo de bravo,hidalgo,napateco,43629.0,"Rancho Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-41ce0348aadc-9c56-96819439-86d4-1f2c,"Venta de casa en HACIENDAS DE NAPATECOPRECIO 590 MIL 2 RECAMARASSALACOMEDORCOCINA JARDIN ESTACIONAMIENTOPATIO DE SERVICIOTerreno: 90 metros cuadradosConstrucción: 50 metros cuadrados Cercanía con escuelas, centros deportivos, OXXO, tiendas 3 B. Cuenta con todos los servicios, agua, luz, drenaje pavimento telefonía internet.A 10 minutos de la Universidad PolitécnicaA tan solo 15 minutos de TulancingoA 10 minutos de la terminal de autobuses. ACEPTO CRÉDITOS INFONAVIT FOVISSSTE ISSFAM IMSS BANCARIOS PAGOS DE CONTADOAsesoria inmobiliaria y jurídica GRATISCel.Ver teléfono WhatsappContactar"
43,E2,685590,685590,34362,2024-11-05,"Casa en VENTA, La Morena secc  norte B, Tulancingo de Bravo, Hidalgo. CAL",170,210,4032.8823529411766,3264.714285714286,2024-01-15,2,2024-03-30,Casa,Venta,2,4,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a52627981427-d469-5e954cb0-a477-40d3,"*Excelente oportunidad de inversión*Citas e informes: Lic. Alexis Carmona.Whatsapp o llamadas: 55,86812967-Cesión de derechos ante notario.-Grupo líder en el medio de garantías hipotecarías.-Pago con recursos propios.-Entrega garantizada, nuestra experiencia nos respalda.-Todo por escrito y bajo contrato.Tu sueño comienza AQUÍ.GI."
44,E2,690129,690129,34589,2024-11-05,HERMOSA CASA VICENTE GUERRERO TULANCINGO HIDALGO !!!,100,95,6901.29,7264.515789473684,2023-05-31,9,2024-03-30,Casa,Venta,2,3,2,0,2,No,,vicente guerrero 1ra seccion,tulancingo de bravo,hidalgo,vicente guerrero,43630.0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-8b6085305da-3498-9b6434d4-a765-4727,"EXCELENTE CASA ENTREGA RAPIDA, CON MUY BUENA UBICACION A 3 MIN DEL CENTRO Y CERCA DEL ZOOLOGICO, BUENA PLUSVALIA CON ESCUELAS Y PLAZAS CERCANAS, EN UNA ZONA MUY TRANQUILA Y SEGURA.IMPORTANTES VIAS DE ACCESO PRINCIPALES COMO BLVD.EMILIANO ZAPATA Y NICOLAS BRAVOINFORMES Y CITAS: AZUCENA LEMUS Ver teléfono WhatsappNO SE ACEPTAN CREDITOSPAGO DE CONTADO EN 2 EXHIBICIONES CON RECURSOS PROPIOSPrecio debajo del 50% del valor comercialENTREGA GARANTIZADAInformes: ASESOR DE VENTAS AZUCENA LEMUSTeléfono: WhatsAppWhatsapp: WhatsApp¡¡¡EXCELENTE OPORTUNIDAD!!!***RECUPERACION HIPOTECARIA***"
45,E2,720000,720000,36087,2024-11-05,"Casas económicas en Privada, Napateco Tulancingo Hgo.",91,53,7912.087912087912,13584.90566037736,2023-09-06,6,2024-03-30,Casa,Venta,1,2,1,0,1,No,unidad habitacional,napateco,tulancingo de bravo,hidalgo,napateco,43629.0,"Unidad Habitacional Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-61c2eecd4e32-58e5-84cdbd52-9055-4de0,"NUEVO DESARROLLO, PRIVADAS DE NAPATECO EN TULANCINGO HIDALGO.¡Es la mejor oportunidad para ejercer tu crédito, para desarrollar tus proyectos y/o tu patrimonio!Zona ubicada a 15 minutos de la Ciudad de Tulancingo, en una zona tranquila y acogedora para toda la familia. Tendrás la facilidad de servicios como, escuelas cerca desde primaria hasta universidad, farmacias, hospitales, tiendas de autoservicio, gasolinera y todo tipo de comercio de primera necesidad. Las casas cuenta con: Sala.Comedor.Cocina.2 recámaras.   1 baño completo. Patio de servicio.  Estacionamiento para 1 auto.Incluyen:Servicios ocultos.Calles de concreto (20 cm de grosor). Pregunta por la forma de pago.*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR"""
46,,750000,750000,37590,2024-11-05,"CASA EN VENTA - COL. RINCONADA LA MORENA, TULANCINGO",150,180,5000.0,4166.666666666667,2023-10-02,5,2024-03-30,Casa,Venta,1,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-1d94401d58d6-9c4d-e8ea114e-a7db-42c1,"¡ÚNICA OPORTUNIDAD DE TENER TU CASA!CASA EN VENTA - COL. RINCONADA LA MORENA, TULANCINGOHERMOSA CASA EN ZONA  CON EXCELENTE PLUSVALÍA, CERCA DE ESCUELAS, CLINICAS, HOSPITALES, CENTROS COMERCIALES Y BANCOS.FACIL ACCESO A PRINCIPALES VÍAS DE COMUNICACIÓN¡EXCELENTE COSTO, UBICACIÓN Y DISTRIBUCIÓN!INFORMES:LIC. JAVIER LOZANOWHATSAPP Ver teléfono WhatsappTORRE POLANCOGARANTÍAS- CONTRATOS NOTARIADOS- FACTURACION DE PAGOS- OFICINAS FISICAS NO VIRTUALES- PRECIOS POR DEBAJO DEL VALOR COMERCIAL- GRUPO LIDER EN EL MEDIO DE GARANTÍAS HIPOTECARIAS- NO ES POSIBLE EL USO DE CRÉDITOS, SOLO DE CONTADO CON RECURSOS PROPIOS- ENTREGA GARANTIZADA, NUESTRA EXPERIENCIA NOS RESPALDACITAS:LIC. JAVIER LOZANOWHATSAPP WhatsAppTORRE POLANCONO SE ACEPTAN CRÉDITOS ÚNICAMENTE RECURSOS PROPIOS."
47,E3,771222,771222,38654,2024-11-05,"HERMOSA CASA ADJUDICADA, Benito Juárez 17, La Luz, Santa Ana Hueytlalpan, Hidalgo, México",90,90,8569.133333333333,8569.133333333333,2023-12-19,3,2024-03-30,Casa,Venta,2,2,1,0,1,No,barrio,la palma,tulancingo de bravo,hidalgo,la palma,43710.0,"Barrio La Palma, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-11f5b885638b-1f3b-aad1adf1-94b1-4948,"FIRMAMOS CESIÓN INMEDIATA ANTE NOTARIO PÚBLICO, NO SOLICITAMOS ANTICIPO, MOSTRAMOS DOCUMENTACIÓNNO ACEPTAMOS CRÉDITOELIGE CERTEZA, ELIGE HUNAVE"
48,E3,790000,790000,39595,2024-11-05,VENTA DE CASA EN TULANCINGO DE BRAVO FRACCIONAMIENTO RINCONADA LA MORENA,114,206,6929.824561403509,3834.95145631068,2024-05-03,-1,2024-03-30,Casa,Venta,2,3,2,0,2,No,fraccionamiento,rinconada la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Fraccionamiento Rinconada La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-3116b8629a46-88c4-d67d7fcd-a333-43ab,": EXCELENTE OPORTUNIDAD DE ADQUIRIR HERMOSACASA A UN ATRACTIVO COSTO Y CON EXCELENTE PLUSVALÍA.LA MEJOR INVERSIÓN EN BIENES RAÍCES LA DISTRIBUCIÓN ES: SALA, COMEDOR, COCINA, 3 RECAMARAS AMPLIAS, 2 BAÑOS, 1 LUGARES DE ESTACIONAMIENTO, CUARTO DE LAVADO.EXCELENTES UBICACIÓNCERCA DE: CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS, HOSPITALES, CLINICAS, CAFETERIAS, TIENDAS DE AUTO SERVICIO, BANCOS Y PARQUES ESPECIALISTAS EN RECUPERACIÓN DE INMUEBLES."
49,E3,795000,795000,39846,2024-11-05,VENTA DE CASA EN HIDALGO COL LA MORENA,232,398,3426.7241379310344,1997.4874371859296,2023-09-20,6,2024-03-30,Casa,Venta,2,3,1,0,1,No,unidad habitacional,la morena,tulancingo de bravo,hidalgo,rinconada la morena,43625.0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a589ca3c6d29-8212-90e8fd36-b5cc-46e1,"VENTA DE CASA RECUPERACIÓN BANCARIANO DEJES PERDER LA OPORTUNIDAD DE TUS SUEÑOS CON UN EXCELENTE PATRIMONIO E INVERSIÓN.“PAGO EN 2 EXHIBICIONES ANTE NOTARIO”“NO SE ACEPTAN CRÉDITOS”“SOLO RECURSOS PROPIOS”“SESION DE DERECHOS del 4 al 6 MES”“ENTREGA 100% GARANTIZADA O LA DEVOLUCIÓN DE TU INVERSIÓN BAJO CONTRATO”No pierdas la oportunidad la oportunidad de poder invertir.Grupo líder en el medio de garantías hipotecarias.CASA CON BUENA UBICACION DENTRO DE LA COLONIA LA MORENA, CERCA DE AVENIDAS PRINCIPALES, ESCUELAS, BANCOS, HOSPITALES, CENTROS COMERCIALES, SUPERMERCADOS, PARQUES,  EL INMUEBLE CUENTA CON UNA COMODA ESTANCIA, COCINA INTEGRAL, 3 AMPLIAS RECAMARAS, 2.5 BAÑOS, PATIO CON JARDIN TRASERO Y 2 LUGARES DE ESTACIONAMIENO.ASESOR INMOBILIARIO LIC. ALEXA HELLERTEL. Ver teléfono Whatsapp"
50,E3,797600,797600,39976,2024-11-05,CASA EN VENTA MEDIAS TIERRAS TULANCINGO HIDALGO,220,220,3625.4545454545455,3625.4545454545455,2023-11-14,4,2024-03-30,Casa,Venta,2,3,1,0,1,No,,medias tierras,tulancingo de bravo,hidalgo,medias tierras,43698.0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-49337b970d1a-837f-eedc489-8d66-1237,"♦️GRANDIOSA OPORTUNIDAD♦️🏠 Cuenta con un precio muy por debajo de su valor comercial. 💵 Pago solo de CONTADO (NO CREDITOS)🏘️Haz realidad tus proyectos, invierte y estrena este hermosa propiedad con una gran ubicación y todos los servicios.📜 Estarás protegido bajo contrato. 💼 Gastos de abogados incluidos.🧾Revisión de Expediente antes de la firma.🤝Entregamos libre de gravamen.🏡 Estamos contigo hasta la entrega.💻Contamos con una amplia cartera de propiedades de acuerdo a tu presupuesto.🧑🏻‍⚖️ El único riesgo es que la adquieran primero que tú."
51,E3,800000,800000,40096,2024-11-05,AMPLIA CASA EN TULANCINGO,330,230,2424.242424242424,3478.260869565217,2023-04-26,11,2024-03-30,Casa,Venta,2,4,2,0,2,No,fraccionamiento,jardines del sur,tulancingo de bravo,hidalgo,jardines del sur,43660.0,"Fraccionamiento Jardines del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-631aa1a8e8a6-59b-d8b85be5-a436-3c4f,"INCREÍBLE CASA EN EXCELENTE ZONA, MUY BIEN UBICADA.CERCA DE ESCUELAS, PARQUES Y MEDIOS DE TRANSPORTE.CONTÁCTAME PARA OBTENER MAYOR INFORMACIÒN!!!"
52,E3,812000,812000,40698,2024-11-05,Casa en venta Tulancingo a 5 minutos de Plaza Patio,72,58,11277.777777777776,14000.0,2023-04-24,11,2024-03-30,Casa En Fraccionamiento,Venta,1,2,1,0,1,No,,villa sol,tulancingo de bravo,hidalgo,villa sol,43648.0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-a3dff86c0cda-487c-b98f7f6b-aec2-3bfe,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE"
53,E3,843000,843000,42251,2024-11-05,Casa en venta Tulancingo Hidalgo,72,61,11708.333333333334,13819.67213114754,2023-04-24,11,2024-03-30,Casa En Fraccionamiento,Venta,1,2,1,0,1,No,,villa sol,tulancingo de bravo,hidalgo,villa sol,43648.0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-55eb54793d25-880b-e2df7533-933e-3cf2,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE"
