id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,Colonia_Estandarizada,codigo_postal,ubicacion,url,descripcion,direccion_completa,Latitud,Longitud
135,C1,1850000.0,1850000.0,92723,2024-11-05,"Casa en Real Madeira, Pachuca de Soto Hidalgo. ¡Compra directa con el Banco, no se aceptan créditos!",63,96,29365.079365079364,19270.83333333333,2023-10-13,299,9,2024-08-11,Casa En Fraccionamiento,Venta,1,3,1,1,1.5,No,,real de minas,pachuca de soto,hidalgo,real de minas,42090.0,"Real de Minas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-7a23a385beb7-196-4cc1b20c-81b0-4d86,"¿Encontraste la propiedad que estabas buscando?Aprovecha éste precio que está por debajo de su valor en el Mercado.Te asesoramos durante todo el proceso de compra - No pedimos anticipos- No se aceptan créditos bancarios ni de infonavit, solo recursos propios- Pagas en cuanto el Banco lo solicita y se firma ANTE NOTARIOInvertir en propiedades y hacer crecer tu patrimonio nunca fue tan fácil, contáctame, te ayudo a lograrlo","real de minas, pachuca de soto, hidalgo, México",20.1165663,-98.7341405
136,C1,1850000.0,1850000.0,92723,2024-11-05,"Casa en Fracc. Real Madeira, Pachuca, Hidalgo., ¡Compra directa con el Banco, no se aceptan créditos!",63,96,29365.079365079364,19270.83333333333,2024-05-22,80,2,2024-08-11,Casa En Fraccionamiento,Venta,1,3,1,1,1.5,No,,san pedro nopalcalco,pachuca de soto,hidalgo,san pedro nopancalco,42084.0,"San Pedro Nopalcalco, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-fbafa340f9b4-d8f1-7d02b25a-b29e-4486,"¿Encontraste la propiedad que estabas buscando?Aprovecha éste precio que está por debajo de su valor en el Mercado.Te asesoramos durante todo el proceso de compra - No pedimos anticipos- No se aceptan créditos bancarios ni de infonavit, solo recursos propios- Pagas en cuanto el Banco lo solicita y se firma ANTE NOTARIOInvertir en propiedades y hacer crecer tu patrimonio nunca fue tan fácil, contáctame, te ayudo a lograrlo.","san pedro nopancalco, pachuca de soto, hidalgo, México",20.0900039,-98.7904555
137,C1,1850000.0,1850000.0,92723,2024-11-05,"Casa en REAL MADEIRA, PACHUCA DE SOTO, ¡Compra directa con el Banco, no se aceptan créditos!",63,96,29365.079365079364,19270.83333333333,2023-10-15,297,9,2024-08-11,Casa,Venta,1,3,1,1,1.5,No,,real de minas,pachuca de soto,hidalgo,real de minas,42090.0,"Real de Minas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-f6ce275655a2-4923-100ce302-b2ad-4d1c,"¿Encontraste la propiedad que estabas buscando?Aprovecha éste precio que está por debajo de su valor en el Mercado.Te asesoramos durante todo el proceso de compra - No pedimos anticipos- No se aceptan créditos bancarios ni de infonavit, solo recursos propios- Pagas en cuanto el Banco lo solicita y se firma ANTE NOTARIOInvertir en propiedades y hacer crecer tu patrimonio nunca fue tan fácil, contáctame, te ayudo a lograrlo","real de minas, pachuca de soto, hidalgo, México",20.1165663,-98.7341405
138,B1,2650000.0,2650000.0,132819,2024-11-05,CASA EN VALLE DEL SOL,197,96,13451.776649746193,27604.166666666668,2024-01-25,197,6,2024-08-11,Casa,Venta,1,3,3,1,3.5,No,,ciudad de pachuca,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Ciudad de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-6b8d71411bc8-91fc-7384a4ea-8528-4d81,"Se vende casa de 3 recámaras con Roof Garden Valle del Sol 1ra Sección, Pachuca de Soto1ra Planta:- Cajón Para 2 autos- Jardín- Sala- Comedor-1/2 Baño- Cocina Integral de granito- Patio de servicio- Cuarto de lavado2da Planta- Recámara Principal con baño completo y vestidor- Balcón- 2da Recámara con baño completo y closets3ra Planta- 3ra recámara con baño completo y closets- Roof GardenTerreno: 96m2Construcción: 197m2","arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
139,D2,1490000.0,1490000.0,74679,2024-11-05,Departamento en  Venta en Pachuca Ubicación Centrica 2 Recamaras mas Sala de TV 1.5 Baños,97,97,15360.824742268042,15360.824742268042,2024-05-09,92,3,2024-08-11,Departamento,Venta,1,2,1,0,1.0,No,,el palmar,pachuca de soto,hidalgo,el palmar,42088.0,"El Palmar, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-4247604b3082-e802-18f5cf0-a602-72a6,"¡Departamento en venta en Pachuca! Disfruta de la comodidad y conveniencia de este acogedor espacio de 2 recámaras con sala de TV y 1.5 baños. Con 2 estacionamientos asignados y una terraza común, este lugar es perfecto para vivir una vida tranquila y placentera.                    Ubicado en una zona céntrica de Pachuca, tendrás acceso inmediato a todos los servicios y comodidades que necesitas. Supermercados, restaurantes, tiendas y centros educativos se encuentran a poca distancia, haciendo de esta propiedad una opción ideal para aquellos que valoran la accesibilidad.El departamento está bellamente diseñado y cuenta con una sala de estar luminosa y espaciosa, donde podrás relajarte y descansar después de un largo día. La sala de TV adicional es perfecta para disfrutar de tus programas favoritos o convertirla en un versátil espacio de trabajo.La cocina está totalmente equipada  y cuenta con una práctica barra desayunadora, que agrega estilo y funcionalidad a este espacio. Los acabados de calidad y los accesorios  añaden un toque de elegancia a los 1.5 baños del departamento.La propiedad también cuenta con 2 estacionamientos asignados, una verdadera ventaja en una ubicación céntrica como esta. Olvídate de los problemas de estacionamiento y disfruta de la comodidad de tener tus vehículos seguros y accesibles en todo momento.Además, podrás disfrutar de una terraza común, donde podrás organizar reuniones al aire libre, admirar las vistas panorámicas de la ciudad o simplemente relajarte bajo el sol.No pierdas la oportunidad de adquirir este hermoso departamento en Pachuca. Contáctanos ahora mismo para obtener más información y programar una visita. ¡No te arrepentirás de hacer de este lugar tu nuevo hogar!","el palmar, pachuca de soto, hidalgo, México",20.1104616,-98.7714495
140,,2000000.0,2000000.0,100241,2024-11-05,"VENTA CASA ZONA SUR PACHUCA OLIVENZA RESIDENCIAL $2,000,000",105,98,19047.61904761905,20408.163265306124,2024-06-19,53,1,2024-08-11,Casa En Fraccionamiento,Venta,1,3,2,1,2.5,No,,pachuca de soto,pachuca de soto,hidalgo,centro,42000.0,"Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-f1c8c2ec4f9c-7d8-f3485ea2-a1fc-4187,"Excelente OPORTUNIDAD! CASA remodelada y equipada en privada con acceso controlado, área infantil, salón de fiestas, servicios ocultos, segura y CUIDADA!  La casa cuenta con una cocina amplia, HERMOSA! , 3 habitaciones , 2 baños completos uno en la habitación principal. Equipamiento completo de closets . Patio trasero . Garage 2 autos. Cisterna.. En excelente estado! y Excelente PRECIO! Aceptamos todo tipo de CRÉDITOS! Contacte para CITA","centro, pachuca de soto, hidalgo, México",20.1244023,-98.7347452
141,C1,1800000.0,1800000.0,90217,2024-11-05,Venta casa en Privada calzada de Veracruz Pachuca,128,98,14062.5,18367.34693877551,2023-07-04,402,13,2024-08-11,Casa,Venta,1,3,2,0,2.0,No,,villa aquiles serdan,pachuca de soto,hidalgo,aquiles serdan,42034.0,"Villa Aquiles Serdán, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-b90579b55227-50-81733375-ab60-30dd,Venta de 8 casas NUEVAS en privada  3 recamaras con Closets  Azulejos y pisos de lujo  Cocina integral equipadaCisterna  reas amplias  Privada muy céntrica  Segura  Cerca de área comercial  reas residenciales  Escuelas cercanas Todo lo tiene muy a la manoCerca de Calzada de Veracruz y escuela de natación swim life,"aquiles serdan, pachuca de soto, hidalgo, México",20.1176213,-98.7572927
142,D2,1300000.0,1300000.0,65156,2024-11-05,"Se vende casa en Real Toledo, fase 8, Pachuca de Soto, Hidalgo.",83,99,15662.650602409638,13131.31313131313,2024-05-17,85,2,2024-08-11,Casa,Venta,1,3,1,1,1.5,No,,santiago tlapacoya,pachuca de soto,hidalgo,santiago tlapacoya centro,42110.0,"Santiago Tlapacoya, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-4e0221943f33-f325-18f84a6-9ce2-79bd,"Se vende casa en el fraccionamiento Real Toledo en Pachuca de Soto, Hgo., fase 8, privada Moradiel.La fase 8 es la mas chica del fraccionamiento, tiene algunas ventajas sobre las otras, como la tranquilidad, menos flujo de visitas, el mantenimiento de las areas mejor gestionado y todo el cableado es subterraneo.La casa cuenta con 3 recámaras en planta alta (2 con closet) y un baño completo.En planta baja: sala-comedor, cocina equipada, medio baño de visita y un patio muy amplio, ideal para instalar un asador y una mesa con sombrilla.La casa se entrega con persianas y luminarios, tal como se aprecian en las fotos.Calentador reciente en perfecto estado, conexion para lavadora, protecciones en puerta y ventana de la fachada.No cuenta con cisterna ni tanque de gas estacionario.Visitas a fin de día con prevía cita.Pago de contado.","santiago tlapacoya centro, pachuca de soto, hidalgo, México",20.1012814,-98.8342974
143,D2,1350000.0,1350000.0,67662,2024-11-05,Real Toledo: Casa en calle cerrada,99,99,13636.363636363636,13636.363636363636,2023-07-04,402,13,2024-08-11,Casa,Venta,1,2,1,1,1.5,No,,santa matilde,pachuca de soto,hidalgo,santa matilde,42119.0,"Santa Matilde, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-fcfd68c52644-7e9d-24e28b51-8527-4824,"Casa en calle cerrada con 2 habitaciones, 1 baño completo y medio para visitas. Cuenta con cocina, sala, area de lavado y patio trasero. Llama para más informes: Rodrigo Avalos Ver teléfono Whatsapp ó al WhatsApp","santa matilde, pachuca de soto, hidalgo, México",20.0346268,-98.7975721
144,C1,1800000.0,1800000.0,90217,2024-11-05,EXCELENTE PROPIEDAD EN REAL TOLEDO,100,99,18000.0,18181.81818181818,2024-02-09,182,6,2024-08-11,Casa,Venta,1,3,1,0,1.0,No,,sendero de los pinos,pachuca de soto,hidalgo,sendero de los pinos,42119.0,"Sendero de los Pinos, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e5dfa5ce628e-2619-1919a95-8d0b-77f6,"Ref: NEX-220429¡No pierdas la oportunidad de adquirir esta hermosa Casa en Venta a estrenar en Real Toledo, Pachuca de Soto, Hidalgo! Con una ubicación privilegiada y entrega inmediata, esta propiedad de 3 recamaras y 1 baño completo, además de 1 medio baño, es perfecta para aquellas familias que buscan un hogar cómodo y seguro. Con una construcción de 99 m2 y uso de suelo Residencial, esta casa cuenta con todas las comodidades que necesitas para vivir plenamente.Disfruta de las amenidades que ofrece esta propiedad, como el Área de juegos infantiles, Área de lavandería, Puertas eléctricas, Closets, Cocina equipada, Walk in closet, Sala y Comedor, Piso de cerámica, Piso Laminado y Seguridad privada. Todo pensado para tu comodidad y tranquilidad en tu día a día.Real Toledo es una zona en constante crecimiento y desarrollo, cerca de importantes centros comerciales, como Explanada a 5 minutos, restaurantes y parques. Además, cuenta con excelentes vías de acceso que te permitirán desplazarte fácilmente por la ciudad. No dejes pasar esta oportunidad y agenda una visita para conocer esta increíble propiedad. ¡Contáctanos ya!nNEXIMOINMOBILIARIADIGITAL","sendero de los pinos, pachuca de soto, hidalgo, México",20.0340126,-98.790892
145,C2,2100000.0,2100000.0,105253,2024-11-05,Casa de 3 niveles en residencial el Dorado a 10 min de Zona Plateada,118,99,17796.610169491527,21212.12121212121,2024-08-08,3,0,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,san antonio el desmonte,pachuca de soto,hidalgo,san antonio el desmonte,42083.0,"San Antonio el Desmonte, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-38e3ffaa49f7-b97d-1913258-b6a0-78d2,"99 m2 de superficie118 m2 de construcciónDISTRIBUCION PLANTA BAJA.•Estancia.•Comedor.•Cocina.•½ Baño.•Patio de servicio.•Jardín.•2 Cajones de estacionamiento.*PRIMER NIVEL•3 Recámaras.•1 Baño completo compartido.•1 Baño completo recamara principalCARACTERISTICAS:CONSTRUIDAS TRADICIONAL DE BLOCK, PISO DE LOSETA, APLANADOS EN TODA LA CASA, TIROL, LOSA EN VIGUETA Y BOVEDILLA, LOSETA CERAMICA DE 60 X 60, MUROS Y PLAFONES INTERIORES, APLANADOS CON YESO Y PASTA,   BOILER DE PASO, TINACO, ETC. EasyBroker ID: EB-QI6308","san antonio el desmonte, pachuca de soto, hidalgo, México",20.0490082,-98.7856187
146,C1,1801220.0,1801220.0,90278,2024-11-05,"Se VENDE casa en Fraccionamiento El Dorado, Pachuca",139,99,12958.41726618705,18194.141414141413,2024-05-25,77,2,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,centro historico,pachuca de soto,hidalgo,centro,42000.0,"Centro Histórico, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e30fda6d1c17-e776-18fadde-84a3-72fd,"Se VENDE casa en Fraccionamiento EL DORADO, Pachuca, Hidalgo 99 m2 de terreno 139 m2 de construcción Sala Comedor Cocina Sala de TV Área de servicio estacionamiento para 2 autos 2 recámaras junior Recámara principal con vestidor  Roof Garden  Bodega Área de asador 2 y 1/2 bañosPrecio desde $1,801,220 mayor información en el siguiente de teléfono Ver teléfono","centro, pachuca de soto, hidalgo, México",20.1244023,-98.7347452
147,D1,1070000.0,1070000.0,53629,2024-11-05,Casa en Felipe Ángeles.,105,100,10190.47619047619,10700.0,2024-02-09,182,6,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,felipe angeles,pachuca de soto,hidalgo,felipe angeles,42090.0,"Felipe Angeles, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d539d5ccd40b-d2b4-1919f9e-9857-7f29,"Terreno 105 metros100mts construcciónEstacionamiento 2 vehículos.Primer nivelSala, comedor, área cocina ,área lavado.1/2bañoPlanta baja 3 recamaras1 baño completoPropiedad sujeta a disponibilidad. Precio sujeto a cambios sin previo aviso y en el caso de inmuebles en venta los cargos por adquisición tales como escritura, impuestos y/o avalúos no están incluidos en el precio publicado.Está ficha técnica no compromete a las partes en la suscripción de ningún documento legal. La información y medidas son aproximadas y deberán ratificarse con la documentación pertinente.","felipe angeles, pachuca de soto, hidalgo, México",20.108354,-98.723336
148,D1,1188292.0,1188292.0,59558,2024-11-05,"Casa en venta en San Cayetano el Bordo, Pachuca de Soto ¡Compra directa con el Banco, no se aceptan créditos!",120,100,9902.433333333332,11882.92,2023-12-28,224,7,2024-08-11,Casa,Venta,1,3,1,0,1.0,No,,san cayetano el bordo,pachuca de soto,hidalgo,san cayetano el bordo,42084.0,"San Cayetano el Bordo, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-c144736368cc-363c-61e2e9bd-8829-4c3a,"¿Encontraste la propiedad que estabas buscando?Aprovecha éste precio que está por debajo de su valor en el Mercado.Te asesoramos durante todo el proceso de compra - No pedimos anticipos- No se aceptan créditos bancarios ni de infonavit, solo recursos propios- Pagas en cuanto el Banco lo solicita y se firma ANTE NOTARIOInvertir en propiedades y hacer crecer tu patrimonio nunca fue tan fácil, contáctame, te ayudo a lograrlo","san cayetano el bordo, pachuca de soto, hidalgo, México",20.1038319,-98.7724866
149,B1,2530000.0,2530000.0,126804,2024-11-05,VENTA DE CASA RESIDENCIAL,129,100,19612.403100775195,25300.0,2024-06-08,63,2,2024-08-11,Casa,Venta,1,4,2,1,2.5,No,,pitahayas,pachuca de soto,hidalgo,pitahayas,42082.0,"Pitahayas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-b45bb07df2d2-7925-41b4f6b1-b9bf-486c,"Privada Residencial con Amenidades Área de Juegos Infantiles, Áreas Verdes, Alberca, Amplias Vialidades, Vigilancia 24/7, Caseta de Acceso, Circuito Cerrado. PLANTA BAJA Sala Comedor Cocina Integral con barra  incluye todo lo que se ve en la foto Medio Baño Jardín Cisterna 5,000 Litros Hidroneumático Tanque EstacionarioPLANTA ALTA Recamar Principal con vestidor y baño completo Recamara Jr Recamara Jr Baño CompletoROOF GARDEN","pitahayas, pachuca de soto, hidalgo, México",20.06417,-98.80972
150,E2,635000.0,635000.0,31826,2024-11-05,CASA EN VENTA EN HIDALGO COLONIA  LAS PRISMAS,165,100,3848.484848484849,6350.0,2024-07-08,33,1,2024-08-11,Casa,Venta,1,2,2,0,2.0,No,,ciudad de pachuca,pachuca de soto,hidalgo,arboledas de san javier,42084.0,"Ciudad de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-202a845f4746-b133-24df0b6d-98c7-4052,"Casa que consta de 2 recamaras, 2 espacios de estacionamiento, 2 baños distribución en dos plantas. Excelente ubicación y zona tranquila de gran comodidad en accesos y avenidas principales. Centros comerciales.","arboledas de san javier, pachuca de soto, hidalgo, México",20.1097858,-98.7758653
151,,3500000.0,3500000.0,175421,2024-11-05,"URGE, VENDO DEPARTAMENTO RESIDENCIAL. CON TERRAZA,  PRECIO DE OPORTUNIDAD DIOON RESIDENCIAL PACHUCA HGO",101,101,34653.46534653466,34653.46534653466,2023-04-20,477,15,2024-08-11,Departamento,Venta,1,2,2,0,2.0,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-41791028d8c9-b358-caf8f49f-a454-3e90,"VENDO DE  (OPORTUNIDAD) DEPARTAMENTO EN  DIOON RESIDENCIAL, TORRE UBICADA EN EL BOULEVARD RAMÓN G BONFIL EN PACHUCA HGOSUPERFICIE : 101 M²9no Piso, espectacular vista PANORÁMICA, seguridad y caseta de vigilancia 24 HRS🔖$ 3,500,000(Sin muebles)DISTRIBUCIÓN :-COCINA EQUIPADA CON REFRIGERADOR, HORNO, PARRILLA Y CAMPANA-CUARTO DE LAVADO -AREA DE SALA COMEDOR -BALCON-ESTANCIA -RECAMARA PRINCIPAL CON  VESTIDOR, BAÑO COMPLETO  Y SALIDA A BALCÓN.-2DA RECÁMARA CON CLOSET Y SALIDA A BALCÓN-1 BAÑO COMPLETO- 2 CAJONES DE ESTACIONAMIENTOAMÉNIDADES: *GYM*CANCHA DE PADEL*SALA DE MEDITACIÓN CON CAMAS DE MASAJE*CUARTO DE VIDEOJUEGOS CON CONSOLAS Y PANTALLAS*CINE*ELEVADOR*LAGO ARTIFICIAL*ZONA PET📞 CONTÁCTANOS , VISITALO Ver teléfono Whatsapp","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
152,D3,1620000.0,1620000.0,81195,2024-11-05,"🔴🔴PRE-VENTA🔴🔴 💎Excelente casa en Novovento Residencial, Pachuca de Soto, Hgo.💎",105,101,15428.57142857143,16039.60396039604,2024-06-04,67,2,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,san antonio el desmonte,pachuca de soto,hidalgo,san antonio el desmonte,42083.0,"San Antonio el Desmonte, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e2773c961ef8-7989-fc8b251d-817a-4942,"🔴🔴PRE-VENTA🔴🔴 💎Excelente casa en Novovento Residencial, Pachuca de Soto, Hgo.💎➡A 10 minutos del centro comercial Galerías Pachuca🟣Modelo AGATA🟣🔺Precio: $ 1,620,000.00 más gastos de escrituración✅Terreno: 105 m2✅Construcción: 101.5 m2🔴Planta baja:-Sala -Comedor-Cocina-1/2 Baño -Patio de servicio-Estacionamiento para 2 automóviles🔴Planta alta:-Recamara principal con baño completo -2 recamaras junior-1 baño completo compartido🔵Equipamiento:-Cisterna de 2,800 litros-Tanque estacionario de 300 litros🟢Amenidades:-Fraccionamiento con accesos controlados-Área de asador y palapa-Área de juegos infantiles-Pet friendly🔺Se acepta:-Credito Infonavit-Credito Fovissste-Credito Bancario-Pago de contado","san antonio el desmonte, pachuca de soto, hidalgo, México",20.0490082,-98.7856187
153,D3,1580000.0,1580000.0,79190,2024-11-05,"Casa en venta o renta en el Fraccionamiento Real Toledo, con 3 recámaras, y 3 baños. Pachuca, Hidalgo.",90,103,17555.555555555555,15339.805825242718,2024-02-16,176,5,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,villas de pachuca,pachuca de soto,hidalgo,villas de pachuca,42083.0,"Villas de Pachuca, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d1b525c7c36f-d724-3f1b2ee9-a5ce-1f05,"Casa en VENTA o RENTA de 2 pisos en privada Rielves, ubicada en el Fraccionamiento Real Toledo Fase 1, la ciudad de Pachuca de Soto, Hidalgo.Precio de venta: $1,580,000.00 MXNPrecio de renta: $7,000.00 MXN.Superficie de terreno: 90 m2Superficie de construcción: 103 m2Informes y citas: Ver teléfono Whatsapp y WhatsApp (vía llamada o whatsapp)Visita nuestra página en face: Inmobiliaria FincoPLANTA BAJA:*Cochera para 2 automóviles.*Sala con librero de madera.*Comedor*Estudio*Cocina equipada con cocina integral. *Medio baño. *Patio de servicio techado con área de lavado.PLANTA ALTA:*1 Recámara principal con closet y baño completo.*2 recámaras junior con closets.*1 Baño completo compartido.*1 closet para blancos.AMENIDADES:*Closets en 3 recámaras*Tanque estacionario*Cisterna de 5,000 lts.*Tinaco de 1,100 lts.*Fraccionamiento con vigilancia las 24 hrs. del día.*Dentro de privada con portón de acceso automático.*Servicio de Interphone.*Cámaras de vigilancia.*A 3 minutos de la Plaza Comercial Explanada Pachuca.*Bodega Aurrerá, Elektra, Farmacia Guadalajara, áreas comerciales, escuelas de todos los niveles educativos y transporte público a la mano.","villas de pachuca, pachuca de soto, hidalgo, México",20.0530755,-98.7775131
154,,3500000.0,3500000.0,175421,2024-11-05,PREVENTA DE DEPARTAMENTOS RESIDENCIALES  ALTA PLATA. ZONA PLATEADA PACHUCA.......,105,105,33333.333333333336,33333.333333333336,2023-09-24,318,10,2024-08-11,Departamento,Venta,1,2,1,1,1.5,No,,el tezontle,pachuca de soto,hidalgo,el tezontle,42084.0,"El Tezontle, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-8d988ab55261-5ac7-b3d083b9-b166-1237,"EN LA ZONA MÁS EXCLUSIVA DE PACHUCA, DENTRO DE ALTA PLATA, ZONA PLATEADA!..CONJUNTO DE 97 DEPARTAMENTOS HABITACIONALES EN TORRE DE 20 NIVELESAMENIDADESGYMÁREA DE YOGASNACK/CAFÉSKY VIEWTERRAZA DE CONVIVENCIAROOF GARDEN CON ASADORESDOG PARKAULA DE USOS MÚLTIPLES DEPARTAMENTOS DESDE 44.85 M2 HASTA 141 M2 ( DE UNA, DOS O TRES HABITACIONES). !APROVECHA EXCELENTES PRECIOS DE PREVENTA¡ AUN TENEMOS DISPONIBILIDAD.¡APARTA CON EXCLUSIVAMviENTE EL 15% Y FIRMA TU CONTRATO!","el tezontle, pachuca de soto, hidalgo, México",20.1002757,-98.7784544
155,C2,2249000.0,2249000.0,112721,2024-11-05,Casa en venta en Pachuca exclusiva privada,105,105,21419.04761904762,21419.04761904762,2024-07-10,31,1,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,real de minas,pachuca de soto,hidalgo,real de minas,42090.0,"Real de Minas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-e7e8141d49b-15ed-1909f3d-9ef5-7205,Modelo MONTESINOExcelente ubicación a 5 minutos de Plaza Galerias,"real de minas, pachuca de soto, hidalgo, México",20.1165663,-98.7341405
156,C1,1790000.0,1790000.0,89715,2024-11-05,Casa con alberca en Pachuca  y amenidades.,105,105,17047.619047619046,17047.619047619046,2024-07-10,31,1,2024-08-11,Casa,Venta,1,3,1,1,1.5,No,,real de minas,pachuca de soto,hidalgo,real de minas,42090.0,"Real de Minas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-d5922e883834-1dcd-1909f05-be31-7d51,Modelo CANTABRIAExcelente ubicación a solo 5 minutos de Plaza Galerias.Acceso totalmente controlado.,"real de minas, pachuca de soto, hidalgo, México",20.1165663,-98.7341405
157,D3,1679000.0,1679000.0,84152,2024-11-05,"EL MEJOR CONCEPTO, UBICADOS ESTRATÉGICAMENTE CERCA DE ZONA PLATEADA     VIVE EN UN  DESARROLLO RESIDENCIAL CON ACCESO CONTROLADO",105,105,15990.47619047619,15990.47619047619,2023-07-12,395,12,2024-08-11,Casa,Venta,1,3,2,1,2.5,No,,santa matilde,pachuca de soto,hidalgo,santa matilde,42119.0,"Santa Matilde, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-4912145e3c2b-2149-d1761f49-a031-1237,"Vive en un habiente, relajado, seguro y con amplios espacios.Amenidades de Alta plusvalía.La privada se encuentra completamente cerrada por bardas perimetrales.Caseta de vigilancia el único acceso; equipada  con un sistema de cámaras las 24 horas. Aceptamos todos los créditos.Al estar tan cerca de la Ciudad de México la convierte en la mejor opción de vivienda.","santa matilde, pachuca de soto, hidalgo, México",20.0346268,-98.7975721
158,D3,1503000.0,1503000.0,75331,2024-11-05,"LA CASA IDEAL, EXCELENTES ACABADOS UNA DISTRIBUCIÓN QUE TE ENCATARA Y UN PROYECTO DE AMPLIACIÓN HERMOSO.",105,105,14314.285714285714,14314.285714285714,2023-07-20,387,12,2024-08-11,Casa,Venta,1,3,1,1,1.5,No,,san antonio el desmonte,pachuca de soto,hidalgo,san antonio el desmonte,42083.0,"San Antonio el Desmonte, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-fde4edb93657-279d-359fb869-809a-1237,"VIVE EN ESTA HERMOSA CASA UBICADA EN LA ENTRADA A CD. DE PACHUCA CON TODA LA SEGURIDAD QUE NECESITA TU FAMILIA, PRIVADA CON CIRCUITO CERRADO,CASETA DE VIGILANCIA Y AMENIDADES DE ALTA PLUSVALÍA. LOTE TIPO -105M2 CONSTRUCCIÓN 108-462M2 ACEPTAMOS TODOS LOS CRÉDITOS, NOS ADAPTAMOS A TU  PRESUPUESTO. CONOCE TODOS NUESTROS PROTOTIPOS.","san antonio el desmonte, pachuca de soto, hidalgo, México",20.0490082,-98.7856187
159,D2,1499000.0,1499000.0,75130,2024-11-05,CASA EN VENTA FRACC. REAL MADEIRA,105,105,14276.190476190475,14276.190476190475,2023-11-10,271,9,2024-08-11,Casa,Venta,1,2,2,1,2.5,No,,real de minas,pachuca de soto,hidalgo,real de minas,42090.0,"Real de Minas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx/detalle/41032-73-f520c829efe6-801d-8ed9d9a9-93d3-1237,"‼️Casa en venta en Fraccionamiento Real Madeira, Pachuca, Hidalgo‼️ $1’499,000105.00 mts.2 Terreno 76.00 mts.2 Construcción📌Sala📌Comedor📌Cocina integral con cubierta de granito, parrilla, campana y doble tarja.📌Baño de visitas 📌Patio de servicio📌2 lugares de estacionamiento📌2 recámaras cada una con baño AMENIDADES: Casa club con alberca semi olimpica, gimnasio, salón de fiestas, cowork, parques infantiles, dog park, skate park, ciclovia y tienda Oxxo.📍El inmueble cuenta con sistema inteligente Google Home que te permite controlar iluminación, seguridad, entretenimiento, electrodomésticos y clima desde tu celular o paneles principales, además cuenta con calentador solar de 12 tubos, boiler de 1 servicio, interfon, 2 cámaras de seguridad, timbre inteligente Hight owl, puerta principal con doble cerradura, tanque estacionario y tinaco de 1,100lt.📱Informes y citas: Ver teléfono Whatsapp","real de minas, pachuca de soto, hidalgo, México",20.1165663,-98.7341405
