precio,denominacion,propiedad,metros_total,metros_construido,tiempo_de_publicacion,tipo,estacionamientos,recamaras,banos,medio_banos,seguridad_privada,ubicacion,url,descripcion,precio_desc,precio_mxn,precio_usd,fecha_conversion,categoria,fecha_estandarizada,dias_transcurridos,meses_transcurridos,fecha_mas_actual,totales_desc,construidos_desc,precio_m2_terreno,precio_m2_construido,estacionamiento_desc,bano_total,ubicacion_desc,Colonia,Municipio,Estado,tipo_lugar,Colonia_Estandarizada,codigo_postal,Status,id,direccion_completa,Latitud,Longitud
7120095.0,MXN,Costa Rican Tower 3-A,0,96,2023-11-28,Departamento,1,2,2,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-b8b3619c2d54-dcec-8826a2be-856c-32a2,costa rican tower un desarrollo de 6 niveles y 17 unidadesen el corazon de puerto vallarta ubicado en elimpresionante barrio 5 de diciembre a solo seiscuadras de la playa vistas al mar esperan desdeel segundo nivel hacia arriba un viaje en ascensor a lala azotea revela una piscina infinita y lo masincreible perspectiva de la ciudad esta area dela ciudad esta floreciendo con nuevos cafes restaurantesy condominios lo que lo convierte en el lugar perfecto para vivir descuentos disponibles easybroker id ebmb6500,,7120095.0,356861.0,2024-11-28,S2,2023-11-28,139.0,4.0,2024-04-16,,,inf,74167.65625,6.0,2.0,El Corazon De Puerto Vallarta Ubicado En Elimpresionante Barrio 5 De Diciembre A Solo Seiscuadras De La Playa Vistas Al Mar Esperan Desdeel Segundo Nivel Hacia Arriba Un Viaje En Ascensor A Lala Azotea Revela Una Piscina Infinita Y Lo Masincreible Perspectiva De La Ciudad Esta Area Dela Ciudad Esta Floreciendo Con Nuevos Cafes Restaurantesy Condominios Lo Que Lo Convierte En El Lugar Perfecto Para Vivir Descuentos Disponibles Easybroker Id Ebmb6500,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,11,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4354558.0,MXN,KUU TOWER 402,0,43,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-9b3c5c7a2c47-6411-ea3b6e39-a5bc-36de,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8738,,4354558.0,218252.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,101268.7906976744,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8738,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,12,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4087131.0,MXN,KUU TOWER 303,0,41,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-321be7d4ebfa-9e4-d744863e-9116-383f,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8736,,4087131.0,204848.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,99686.12195121952,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8736,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,13,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4289625.0,MXN,KUU TOWER 201,0,45,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-8de2a8da7200-3faa-ce999a74-9367-398a,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8731,,4289625.0,214997.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,95325.0,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8731,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,14,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4043640.0,MXN,KUU TOWER 102,0,43,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-212f9e13a326-47fe-a2789a34-86d9-3dc1,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8729,,4043640.0,202668.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,94038.13953488372,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8729,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,15,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4185000.0,MXN,KUU TOWER 101,0,45,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-8f210215a861-be54-40cd6af2-8fb3-31ae,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8728,,4185000.0,209753.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,93000.0,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8728,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,16,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4506787.0,MXN,KUU TOWER 401,0,45,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-489b6cee1857-362-3ff51f3e-b2ed-379f,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8737,,4506787.0,225882.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,100150.82222222222,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8737,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,17,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
4189309.0,MXN,KUU TOWER 403,0,41,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-f569732e7ce5-ed73-340ba26b-891f-30f4,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8739,,4189309.0,209969.0,2024-11-28,S1,2024-04-16,0.0,0.0,2024-04-16,,,inf,102178.26829268291,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8739,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,18,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
3987445.0,MXN,KUU TOWER 203,0,41,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-bd1586cb1a88-50a3-2a9154f6-b335-3c09,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8733,,3987445.0,199852.0,2024-11-28,A3,2024-04-16,0.0,0.0,2024-04-16,,,inf,97254.75609756098,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8733,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,19,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
3890190.0,MXN,KUU TOWER 103,0,41,2024-04-16,Departamento,1,1,1,0,No,"5 de Diciembre, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-7b533c9ea0db-9b5e-a2208ac-8a61-3e0b,emocionante proyecto en el area 5 de diciembre oportunidad en preventa que ofrece 15 unidades de una recamara con un bano distribuidas en 5 niveles este desarrollo esta disenado pensando en la comodidad y el estilo de vida moderno easybroker id ebpv8730,,3890190.0,194977.0,2024-11-28,A3,2024-04-16,0.0,0.0,2024-04-16,,,inf,94882.68292682926,5.0,1.0,El Area 5 De Diciembre Oportunidad En Preventa Que Ofrece 15 Unidades De Una Recamara Con Un Bano Distribuidas En 5 Niveles Este Desarrollo Esta Disenado Pensando En La Comodidad Y El Estilo De Vida Moderno Easybroker Id Ebpv8730,5 de diciembre,puerto vallarta,jalisco,,5 de diciembre,48350.0,Venta,20,"5 de diciembre, puerto vallarta, jalisco, México",20.6171519,-105.2290344
528042.0,USD,"Departamento en Venta en Puerto Vallarta, 2 Recámaras, 2 Baños",120,120,,Departamento,1,2,2,0,No,"Residencial Las Gaviotas, Puerto Vallarta, Jalisco",https://www.lamudi.com.mx//detalle/41032-73-3682d44f2340-8650-74c0b67c-bfc8-30f9,cuida tu patrimonio y garantizada inversiondepartamento en preventa 2 recamaras 2 banos en fluvial valarte puerto vallartael innovador desarrollo de 95 unidades con su entorno verde es un equilibrio intencionado de funcionalidad y elegancia dentro de una comunidad vibrante y emergenteel proyecto meticulosamente planificado alberga una piscina de borde infinito areas de trabajo conjunto con salas de conferencias gimnasio y masamenidades ascensor valla fuente jardin gimnasia intercomunicador area de ninos piscina seguridad 24 horascomunicate con nostros para mas informacion,,10535491.0,528042.0,2024-11-28,E2,,,,2024-04-16,,,87795.75833333333,87795.75833333333,2.0,2.0,Preventa 2 Recamaras 2 Banos En Fluvial Valarte Puerto Vallartael Innovador Desarrollo De 95 Unidades Con Su Entorno Verde Es Un Equilibrio Intencionado De Funcionalidad Y Elegancia Dentro De Una Comunidad Vibrante Y Emergenteel Proyecto Meticulosamente Planificado Alberga Una Piscina De Borde Infinito Areas De Trabajo Conjunto Con Salas De Conferencias Gimnasio Y Masamenidades Ascensor Valla Fuente Jardin Gimnasia Intercomunicador Area De Ninos Piscina Seguridad 24 Horascomunicate Con Nostros Para Mas Informacion,residencial las gaviotas,puerto vallarta,jalisco,,gaviotas,48328.0,Venta,21,"gaviotas, puerto vallarta, jalisco, México",20.625793,-105.23161
